schema_version,evidence_class,measurement_warning,stratum,setting_id,cluster_id,seed,requests,throughput_tokens_per_s,p95_tbt_ms,request_slo_miss_rate,target_launches_per_request,mean_batch,draft_launches_per_request,cache_hit_rate,restricted_next_ready_delay_ms,next_round_unready_rate,mean_ttft_ms,ready_within_5ms_rate,remote_attempts_per_request,cache_evictions_per_request,trace_payload_sha256
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0026,26,48,2880.1236725228473,11.834499999999991,0.47916666666666663,1.5,4.430555555555555,2.4375,,,,,,,,c2b338a4758605a2dac85e9e0e36c4b621f63f3023aec9a4588f6a4834bce3f5
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0027,27,48,3013.407204534631,14.338899999999999,0.47916666666666663,1.3958333333333333,4.567164179104478,2.1666666666666665,,,,,,,,9908ffae6b706c19dcfc5dc82b228b649efd3f02bd8b7f26dbef2e4d42b9f061
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0028,28,48,2957.808343068465,14.374000000000024,0.5208333333333333,1.4375,4.449275362318841,2.0833333333333335,,,,,,,,3b4a3c702a4b21f2ebe2ce0e96e3e9d9bb6f07a5cf051e37b8d2e5d00f2f1629
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/controller-max-wait/upper,seed-0029,29,48,2924.733907516748,13.046500000000037,0.5208333333333333,1.5208333333333333,4.4520547945205475,2.3125,,,,,,,,ddb903dfd6a08a7661e5113f1867b72bc46084cdef3b99d212aad7efc8dd357d
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/physical-verifier-slot-cost/lower,seed-0000,0,48,3174.859834532683,11.800000000000011,0.0,1.4791666666666667,4.309859154929577,2.25,,,,,,,,e274c02b715ac243d95dd56e5d96f86804ee798a4cf7df633a01e3eb77d5dcef
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/physical-verifier-slot-cost/lower,seed-0001,1,48,3097.1664106616054,11.799999999999967,0.0,1.5625,4.173333333333333,2.4583333333333335,,,,,,,,b67dbf494315cc4a8e6dfda5e7dbf403bd07553b600c2f593329f03e13b1f3d5
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/physical-verifier-slot-cost/lower,seed-0002,2,48,3170.36917362968,10.146249999999888,0.0,1.5625,4.213333333333333,2.1875,,,,,,,,e94d983ec2c65a77dfe96e7e8e9260e0ebf0a7d97b59efb6f944cfedaf6f66ab
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/physical-verifier-slot-cost/lower,seed-0003,3,48,3125.578904680175,10.60562499999999,0.0,1.5,4.472222222222222,2.25,,,,,,,,c5ca25ccdb0a505f66ecf86bc5902fc3ee7b4870b8ac08bf38702bceb852b720
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/physical-verifier-slot-cost/lower,seed-0004,4,48,3132.4802026295956,11.799999999999955,0.0,1.4166666666666667,4.544117647058823,2.2083333333333335,,,,,,,,f453da4dee8e5180e6cb46d9ed233a4a2397727be4e8b2206a88e7a3608df136
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/physical-verifier-slot-cost/lower,seed-0005,5,48,3084.7064194412155,11.274999999999977,0.0,1.5625,4.36,2.3541666666666665,,,,,,,,0729c3ea1a1968e96dde7f4035c3e7fcd9a8fe0f446bc921b0e619face27be33
1,synthetic-cpu-decoder-model,SYNTHETIC CPU MODEL / NOT A GPU MEASUREMENT,decoder-policy,decoder/physical-verifier-slot-cost/lower,seed-0006,6,48,3139.0783621151522,11.800000000000011,0.0,1.4166666666666667,4.544117647058823,2.0416666666666665,,,,,,,,cfaa6d199e5c231f5c84ef2feba4f4799ff342bf04c5b5ebd0f9959ad32df148
